Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Animal, Cum 2018†","Rabies, Animal, Cum 2018†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag","Rabies, Human, Cum 2018†","Rabies, Human, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
SOUTH DAKOTA,2019,13,,-,2,,,-,2,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191327
MINNESOTA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191323
CALIFORNIA,2019,13,1,,9,,13,,19,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20191359
WISCONSIN,2019,13,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191319
NEW YORK CITY,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20191312
DISTRICT OF COLUMBIA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191330
TENNESSEE,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191342
FLORIDA,2019,13,,-,15,,37,,134,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20191331
NORTH CAROLINA,2019,13,7,,17,,63,,50,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191334
MISSOURI,2019,13,,-,2,,1,,1,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191324
PACIFIC,2019,14,,-,9,,19,,23,,,-,0,,,-,,-,,PACIFIC,20191457
ALABAMA,2019,14,1,,5,,10,,9,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191439
INDIANA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191416
TEXAS,2019,14,,-,44,,,-,104,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20191447
WEST VIRGINIA,2019,14,,-,10,,10,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191437
MASSACHUSETTS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191405
ARIZONA,2019,14,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191449
ARKANSAS,2019,14,,-,3,,4,,5,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191444
NEW HAMPSHIRE,2019,14,1,,3,,6,,13,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191406
MIDDLE ATLANTIC,2019,14,15,,36,,136,,195,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191409
CONNECTICUT,2019,14,,-,3,,5,,10,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191403
HAWAII,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191460
WEST NORTH CENTRAL,2019,14,3,,5,,12,,17,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20191420
RHODE ISLAND,2019,14,,-,3,,,-,3,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191407
KENTUCKY,2019,14,,-,8,,2,,2,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191440
WEST SOUTH CENTRAL,2019,14,,-,45,,10,,111,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20191443
KANSAS,2019,14,2,,2,,10,,8,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191422
EAST SOUTH CENTRAL,2019,14,1,,8,,12,,11,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191438
LOUISIANA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191445
PENNSYLVANIA,2019,14,,-,13,,,-,57,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191413
NON-US RESIDENTS,2019,14,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191469
GEORGIA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191432
NORTH DAKOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191426
WYOMING,2019,14,,-,4,,3,,4,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191456
U.S. VIRGIN ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191468
NEW YORK,2019,14,15,,29,,136,,138,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191411
US TERRITORIES,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191463
OKLAHOMA,2019,14,,-,8,,6,,2,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191446
SOUTH DAKOTA,2019,14,,-,2,,,-,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191427
UTAH,2019,14,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191455
WASHINGTON,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191462
VIRGINIA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191436
WISCONSIN,2019,14,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191419
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191465
FLORIDA,2019,14,,-,22,,41,,134,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20191431
MISSOURI,2019,14,,-,2,,1,,2,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191424
TENNESSEE,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191442
MARYLAND,2019,14,6,,11,,68,,50,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191433
PUERTO RICO,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191467
US RESIDENTS,2019,14,37,,108,,420,,643,,,-,1,,,-,1,,,US RESIDENTS,20191401
VERMONT,2019,14,,-,5,,,-,4,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191408
NEW JERSEY,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191410
IOWA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191421
MOUNTAIN,2019,14,,-,6,,7,,6,,,-,1,,,-,,-,,MOUNTAIN,20191448
MAINE,2019,14,2,,5,,15,,12,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191404
ILLINOIS,2019,14,,-,13,,3,,1,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191415
NEW MEXICO,2019,14,,-,2,,4,,2,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191454
ALASKA,2019,14,,-,2,,4,,2,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191458
SOUTH ATLANTIC,2019,14,15,,29,,191,,235,,,-,1,,,-,1,,,SOUTH ATLANTIC,20191428
MISSISSIPPI,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191441
MONTANA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191452
OREGON,2019,14,,-,3,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191461
COLORADO,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191450
MICHIGAN,2019,14,,-,7,,1,,2,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191417
DELAWARE,2019,14,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191429
NORTH CAROLINA,2019,14,9,,17,,72,,51,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191434
GUAM,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191466
NEBRASKA,2019,14,1,,3,,1,,4,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191425
DISTRICT OF COLUMBIA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191430
NEW YORK CITY,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20191412
EAST NORTH CENTRAL,2019,14,,-,24,,7,,3,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20191414
NEVADA,2019,14,,-,2,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191453
MINNESOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191423
SOUTH CAROLINA,2019,14,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191435
CALIFORNIA,2019,14,,-,9,,15,,21,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20191459
IDAHO,2019,14,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191451
OHIO,2019,14,,-,6,,3,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191418
AMERICAN SAMOA,2019,14,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20191464
NEW ENGLAND,2019,14,3,,13,,26,,42,,,-,0,,,-,,-,,NEW ENGLAND,20191402
MICHIGAN,2019,15,,-,7,,1,,4,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191517
MIDDLE ATLANTIC,2019,15,9,,36,,145,,205,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191509
AMERICAN SAMOA,2019,15,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20191564
CONNECTICUT,2019,15,,-,3,,5,,10,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191503
IDAHO,2019,15,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191551
TOTAL,2019,15,32,,108,,461,,715,,,-,1,,,-,1,,,TOTAL,20191570
NEW MEXICO,2019,15,,-,2,,4,,2,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191554
RHODE ISLAND,2019,15,,-,3,,,-,3,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191507
PACIFIC,2019,15,,-,9,,25,,26,,,-,0,,,-,,-,,PACIFIC,20191557
WEST SOUTH CENTRAL,2019,15,,-,45,,10,,144,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20191543
MARYLAND,2019,15,8,,11,,76,,57,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191533
WISCONSIN,2019,15,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191519
WYOMING,2019,15,,-,4,,3,,8,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191556
OREGON,2019,15,,-,3,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191561
IOWA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191521
FLORIDA,2019,15,,-,21,,40,,134,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20191531
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191565
NEW ENGLAND,2019,15,2,,13,,29,,44,,,-,0,,,-,,-,,NEW ENGLAND,20191502
VERMONT,2019,15,,-,5,,,-,5,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191508
VIRGINIA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191536
NORTH CAROLINA,2019,15,5,,17,,77,,59,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191534
HAWAII,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191560
EAST SOUTH CENTRAL,2019,15,,-,8,,12,,12,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191538
ILLINOIS,2019,15,,-,13,,3,,1,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191515
OKLAHOMA,2019,15,,-,8,,6,,2,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191546
NEW YORK CITY,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20191512
PENNSYLVANIA,2019,15,,-,13,,,-,67,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191513
GEORGIA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191532
ALASKA,2019,15,,-,2,,4,,2,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191558
CALIFORNIA,2019,15,,-,9,,21,,24,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20191559
ALABAMA,2019,15,,-,5,,10,,10,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191539
TEXAS,2019,15,,-,44,,,-,137,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20191547
EAST NORTH CENTRAL,2019,15,,-,24,,7,,5,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20191514
UTAH,2019,15,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191555
ARKANSAS,2019,15,,-,3,,4,,5,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191544
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191568
MASSACHUSETTS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191505
KANSAS,2019,15,3,,2,,13,,10,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191522
SOUTH DAKOTA,2019,15,,-,2,,,-,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191527
MOUNTAIN,2019,15,,-,6,,7,,10,,,-,1,,,-,,-,,MOUNTAIN,20191548
MONTANA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191552
GUAM,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191566
MISSOURI,2019,15,,-,2,,1,,2,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191524
NEW JERSEY,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191510
NORTH DAKOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191526
WASHINGTON,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191562
MAINE,2019,15,1,,5,,17,,12,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191504
MISSISSIPPI,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191541
WEST NORTH CENTRAL,2019,15,3,,5,,15,,19,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20191520
NEVADA,2019,15,,-,2,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191553
NEW HAMPSHIRE,2019,15,1,,3,,7,,14,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191506
MINNESOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191523
US TERRITORIES,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191563
ARIZONA,2019,15,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191549
WEST VIRGINIA,2019,15,5,,10,,18,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191537
LOUISIANA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191545
NEBRASKA,2019,15,,-,3,,1,,4,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191525
DISTRICT OF COLUMBIA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191530
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191569
KENTUCKY,2019,15,,-,8,,2,,2,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191540
TENNESSEE,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191542
SOUTH ATLANTIC,2019,15,18,,30,,211,,250,,,-,1,,,-,1,,,SOUTH ATLANTIC,20191528
NEW YORK,2019,15,9,,29,,145,,138,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191511
INDIANA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191516
US RESIDENTS,2019,15,32,,108,,461,,715,,,-,1,,,-,1,,,US RESIDENTS,20191501
OHIO,2019,15,,-,6,,3,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191518
PUERTO RICO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191567
COLORADO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191550
DELAWARE,2019,15,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191529
SOUTH CAROLINA,2019,15,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191535
US RESIDENTS,2019,16,22,,108,,486,,768,,,-,1,,,-,1,,,US RESIDENTS,20191601
NEW ENGLAND,2019,16,2,,13,,31,,50,,,-,0,,,-,,-,,NEW ENGLAND,20191602
CONNECTICUT,2019,16,,-,3,,5,,11,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191603
MAINE,2019,16,2,,5,,19,,14,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191604
MASSACHUSETTS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191605
NEW HAMPSHIRE,2019,16,,-,3,,7,,14,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191606
RHODE ISLAND,2019,16,,-,3,,,-,6,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191607
VERMONT,2019,16,,-,5,,,-,5,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191608
MIDDLE ATLANTIC,2019,16,5,,36,,150,,213,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191609
NEW JERSEY,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191610
NEW YORK,2019,16,5,,29,,150,,144,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191611
NEW YORK CITY,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20191612
PENNSYLVANIA,2019,16,,-,13,,,-,69,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191613
EAST NORTH CENTRAL,2019,16,,-,24,,7,,5,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20191614
ILLINOIS,2019,16,,-,13,,3,,1,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191615
INDIANA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191616
MICHIGAN,2019,16,,-,7,,1,,4,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191617
OHIO,2019,16,,-,6,,3,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191618
WISCONSIN,2019,16,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191619
WEST NORTH CENTRAL,2019,16,4,,5,,19,,21,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20191620
IOWA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191621
KANSAS,2019,16,,-,3,,13,,12,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191622
MINNESOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191623
MISSOURI,2019,16,4,,2,,5,,2,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191624
NEBRASKA,2019,16,,-,3,,1,,4,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191625
NORTH DAKOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191626
SOUTH DAKOTA,2019,16,,-,2,,,-,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191627
SOUTH ATLANTIC,2019,16,9,,31,,221,,266,,,-,1,,,-,1,,,SOUTH ATLANTIC,20191628
DELAWARE,2019,16,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191629
DISTRICT OF COLUMBIA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191630
FLORIDA,2019,16,,-,22,,41,,134,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20191631
GEORGIA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191632
MARYLAND,2019,16,,-,11,,76,,61,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191633
NORTH CAROLINA,2019,16,8,,17,,85,,71,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191634
SOUTH CAROLINA,2019,16,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191635
VIRGINIA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191636
WEST VIRGINIA,2019,16,1,,10,,19,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191637
EAST SOUTH CENTRAL,2019,16,,-,8,,12,,13,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191638
ALABAMA,2019,16,,-,5,,10,,11,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191639
KENTUCKY,2019,16,,-,8,,2,,2,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191640
MISSISSIPPI,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191641
TENNESSEE,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191642
WEST SOUTH CENTRAL,2019,16,2,,45,,12,,159,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20191643
ARKANSAS,2019,16,,-,3,,4,,5,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191644
LOUISIANA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191645
OKLAHOMA,2019,16,2,,8,,8,,2,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191646
TEXAS,2019,16,,-,44,,,-,152,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20191647
MOUNTAIN,2019,16,,-,6,,7,,13,,,-,1,,,-,,-,,MOUNTAIN,20191648
ARIZONA,2019,16,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191649
COLORADO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191650
IDAHO,2019,16,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191651
MONTANA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191652
NEVADA,2019,16,,-,2,,,-,1,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191653
NEW MEXICO,2019,16,,-,2,,4,,2,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191654
UTAH,2019,16,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191655
WYOMING,2019,16,,-,3,,3,,10,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191656
PACIFIC,2019,16,,-,9,,27,,28,,,-,0,,,-,,-,,PACIFIC,20191657
ALASKA,2019,16,,-,2,,6,,2,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191658
CALIFORNIA,2019,16,,-,9,,21,,26,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20191659
HAWAII,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191660
OREGON,2019,16,,-,3,,,-,,-,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191661
WASHINGTON,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191662
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191663
AMERICAN SAMOA,2019,16,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20191664
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191665
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191666
PUERTO RICO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191667
